taxid,rank,name,id
212035,order,Imitervirales,2732554
212035,family,Mimiviridae,549779
212035,genus,Mimivirus,315393
212035,species,Acanthamoeba polyphaga mimivirus,212035
1278268,class,Megaviricetes,2732523
1278268,order,Algavirales,2732524
1278268,family,Phycodnaviridae,10501
1278268,genus,Chlorovirus,181083
1278268,no rank,unclassified Chlorovirus,346674
1278268,species,Acanthocystis turfacea Chlorella virus Br0604L,1278268
1278270,class,Megaviricetes,2732523
1278270,order,Algavirales,2732524
1278270,family,Phycodnaviridae,10501
1278270,genus,Chlorovirus,181083
1278270,no rank,unclassified Chlorovirus,346674
1278270,species,Acanthocystis turfacea Chlorella virus Canal-1,1278270
10261,class,Pokkesviricetes,2732525
10261,order,Chitovirales,2732527
10261,family,Poxviridae,10240
10261,subfamily,Chordopoxvirinae,10241
10261,genus,Avipoxvirus,10260
10261,species,Fowlpox virus,10261
2797420,no rank,root,1
2797420,superkingdom,Viruses,10239
2797420,clade,Duplodnaviria,2731341
2797420,clade,Heunggongvirae,2731360
2797420,phylum,Uroviricota,2731618
2797420,no rank,unclassified Uroviricota,2788786
2797420,species,Acinetobacter phage vB_AbaP_APK26,2797420
2592795,no rank,root,1
2592795,superkingdom,Viruses,10239
2592795,no rank,unclassified viruses,12429
2592795,species,Uromyces virus A,2592795
329288,no rank,root,1
329288,superkingdom,Viruses,10239
329288,family,Tolecusatellitidae,1993640
329288,genus,Betasatellite,190729
329288,no rank,unclassified Betasatellite,2670808
329288,species,Ageratum yellow vein China betasatellite,329288
12438,class,Revtraviricetes,2732514
12438,order,Ortervirales,2169561
12438,family,Retroviridae,11632
12438,no rank,unclassified Retroviridae,35276
12438,species,AKT8 retrovirus,12438
28321,class,Pokkesviricetes,2732525
28321,order,Chitovirales,2732527
28321,family,Poxviridae,10240
28321,subfamily,Entomopoxvirinae,10284
28321,genus,Betaentomopoxvirus,10286
28321,species,Amsacta moorei entomopoxvirus,28321
150286,class,Herviviricetes,2731363
150286,order,Herpesvirales,548681
150286,family,Alloherpesviridae,548682
150286,genus,Cyprinivirus,692606
150286,species,Anguillid herpesvirus 1,150286
1100043,no rank,root,1
1100043,superkingdom,Viruses,10239
1100043,no rank,unclassified viruses,12429
1100043,no rank,unclassified DNA viruses,2204151
1100043,no rank,unclassified dsDNA viruses,51368
1100043,species,Apis mellifera filamentous virus,1100043
1329648,no rank,root,1
1329648,superkingdom,Viruses,10239
1329648,family,Polydnaviridae,10482
1329648,genus,Ichnovirus,10483
1329648,no rank,unclassified Ichnovirus,327830
1329648,species,Apophua simplicipes ichnovirus,1329648
1474867,class,Megaviricetes,2732523
1474867,order,Algavirales,2732524
1474867,family,Phycodnaviridae,10501
1474867,no rank,unclassified Phycodnaviridae,455363
1474867,species,Aureococcus anophagefferens virus,1474867
307456,no rank,root,1
307456,superkingdom,Viruses,10239
307456,family,Baculoviridae,10442
307456,genus,Alphabaculovirus,558016
307456,species,Autographa californica multiple nucleopolyhedrovirus,307456
155025,class,Quintoviricetes,2732422
155025,order,Piccovirales,2732534
155025,family,Parvoviridae,10780
155025,subfamily,Parvovirinae,40119
155025,genus,Protoparvovirus,1506574
155025,no rank,unclassified Protoparvovirus,1506575
155025,species,Autonomous rat parvovirus RV-Y,155025
11873,class,Revtraviricetes,2732514
11873,order,Ortervirales,2169561
11873,family,Retroviridae,11632
11873,subfamily,Orthoretrovirinae,327045
11873,genus,Alpharetrovirus,153057
11873,no rank,unclassified Alpharetrovirus,353825
11873,species,Avian musculoaponeurotic fibrosarcoma virus AS42,11873
1401318,no rank,root,1
1401318,superkingdom,Viruses,10239
1401318,clade,Satellites,12877
1401318,clade,DNA satellites,2609695
1401318,species,Satellite phage RS1,1401318
1401318,no rank,root,1
1401318,superkingdom,Viruses,10239
1401318,clade,Satellites,12877
1401318,clade,DNA satellites,2609695
1401318,species,Satellite phage RS1,1401318
1401318,no rank,root,1
1401318,superkingdom,Viruses,10239
1401318,clade,Satellites,12877
1401318,clade,DNA satellites,2609695
1401318,species,Satellite phage RS1,1401318
2071566,class,Megaviricetes,2732523
2071566,order,Imitervirales,2732554
2071566,family,Mimiviridae,549779
2071566,genus,Mimivirus,315393
2071566,no rank,unclassified Mimivirus,2501774
2071566,species,Bandra megavirus,2071566
933845,class,Megaviricetes,2732523
933845,order,Algavirales,2732524
933845,family,Phycodnaviridae,10501
933845,genus,Prasinovirus,181084
933845,no rank,unclassified Prasinovirus,880158
933845,species,Bathycoccus sp. RCC1105 virus BpV,933845
67082,class,Pokkesviricetes,2732525
67082,order,Chitovirales,2732527
67082,family,Poxviridae,10240
67082,subfamily,Chordopoxvirinae,10241
67082,no rank,unclassified Chordopoxvirinae,40070
67082,species,BeAn 58058 virus,67082
2024608,class,Megaviricetes,2732523
2024608,order,Imitervirales,2732554
2024608,family,Mimiviridae,549779
2024608,no rank,unclassified Mimiviridae,985780
2024608,subfamily,Klosneuvirinae,1977630
2024608,genus,Klosneuvirus,1977639
2024608,species,Bodo saltans virus,2024608
144210,class,Herviviricetes,2731363
144210,order,Herpesvirales,548681
144210,family,Herpesviridae,10292
144210,subfamily,Betaherpesvirinae,10357
144210,no rank,unclassified Betaherpesvirinae,35248
144210,species,Mandrillus betaherpesvirus,144210
50817,class,Pisoniviricetes,2732506
50817,order,Picornavirales,464095
50817,family,Secoviridae,675072
50817,subfamily,Comovirinae,675075
50817,genus,Fabavirus,12269
50817,species,Broad bean wilt virus 1,50817
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
348014,class,Ellioviricetes,2497576
348014,order,Bunyavirales,1980410
348014,family,Peribunyaviridae,1980416
348014,genus,Orthobunyavirus,11572
348014,species,Caraparu orthobunyavirus,1933290
348014,no rank,Bruconha virus,348014
12302,class,Alsuviricetes,2732461
12302,order,Martellivirales,2732544
12302,family,Bromoviridae,39740
12302,genus,Bromovirus,12300
12302,species,Brome mosaic virus,12302
1401318,no rank,root,1
1401318,superkingdom,Viruses,10239
1401318,clade,Satellites,12877
1401318,clade,DNA satellites,2609695
1401318,species,Satellite phage RS1,1401318
1513235,class,Megaviricetes,2732523
1513235,order,Imitervirales,2732554
1513235,family,Mimiviridae,549779
1513235,genus,Cafeteriavirus,1513234
1513235,species,Cafeteria roenbergensis virus,1513235
1850906,no rank,root,1
1850906,superkingdom,Viruses,10239
1850906,family,Baculoviridae,10442
1850906,genus,Alphabaculovirus,558016
1850906,species,Catopsilia pomona nucleopolyhedrovirus,1850906
1977631,class,Megaviricetes,2732523
1977631,order,Imitervirales,2732554
1977631,family,Mimiviridae,549779
1977631,no rank,unclassified Mimiviridae,985780
1977631,subfamily,Klosneuvirinae,1977630
1977631,genus,Catovirus,1977635
1977631,species,Catovirus CTV1,1977631
10641,class,Revtraviricetes,2732514
10641,order,Ortervirales,2169561
10641,family,Caulimoviridae,186534
10641,genus,Caulimovirus,10639
10641,species,Cauliflower mosaic virus,10641
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
10288,class,Pokkesviricetes,2732525
10288,order,Chitovirales,2732527
10288,family,Poxviridae,10240
10288,subfamily,Entomopoxvirinae,10284
10288,genus,Betaentomopoxvirus,10286
10288,species,Choristoneura biennis entomopoxvirus,10288
56947,no rank,root,1
56947,superkingdom,Viruses,10239
56947,family,Baculoviridae,10442
56947,genus,Betabaculovirus,558017
56947,species,Choristoneura fumiferana granulovirus,56947
1993631,class,Pokkesviricetes,2732525
1993631,order,Chitovirales,2732527
1993631,family,Poxviridae,10240
1993631,subfamily,Entomopoxvirinae,10284
1993631,genus,Betaentomopoxvirus,10286
1993631,species,Choristoneura rosaceana entomopoxvirus,1993631
455364,class,Megaviricetes,2732523
455364,order,Algavirales,2732524
455364,family,Phycodnaviridae,10501
455364,no rank,unclassified Phycodnaviridae,455363
455364,species,Chrysochromulina ericina virus,455364
2202954,no rank,root,1
2202954,superkingdom,Viruses,10239
2202954,no rank,unclassified viruses,12429
2202954,species,Circular genetic element sp.,2202954
12890,no rank,root,1
12890,superkingdom,Viruses,10239
12890,family,Pospiviroidae,185751
12890,genus,Pospiviroid,185753
12890,species,Citrus exocortis viroid,12890
2734591,no rank,root,1
2734591,superkingdom,Viruses,10239
2734591,family,Finnlakeviridae,2732901
2734591,genus,Finnlakevirus,2733303
2734591,species,Flavobacterium virus FLiP,2734591
39640,no rank,root,1
39640,superkingdom,Viruses,10239
39640,family,Polydnaviridae,10482
39640,genus,Bracovirus,10485
39640,species,Cotesia congregata bracovirus,39640
452647,no rank,root,1
452647,superkingdom,Viruses,10239
452647,family,Polydnaviridae,10482
452647,genus,Bracovirus,10485
452647,no rank,unclassified Bracovirus,357261
452647,species,Cotesia sesamiae bracovirus,452647
1881302,no rank,root,1
1881302,superkingdom,Viruses,10239
1881302,no rank,unclassified viruses,12429
1881302,no rank,unclassified DNA viruses,2204151
1881302,no rank,unclassified dsDNA viruses,51368
1881302,family,Autolykiviridae,2184034
1881302,species,Vibrio phage 1.043.O._10N.261.52.C7,1881302
1881427,no rank,root,1
1881427,superkingdom,Viruses,10239
1881427,no rank,unclassified viruses,12429
1881427,no rank,unclassified DNA viruses,2204151
1881427,no rank,unclassified dsDNA viruses,51368
1881427,family,Autolykiviridae,2184034
1881427,species,Vibrio phage 1.125.O._10N.286.49.F5,1881427
64279,class,Pisoniviricetes,2732506
64279,order,Picornavirales,464095
64279,family,Dicistroviridae,232795
64279,genus,Cripavirus,144051
64279,species,Drosophila C virus,64279
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
35254,no rank,root,1
35254,superkingdom,Viruses,10239
35254,family,Baculoviridae,10442
35254,genus,Betabaculovirus,558017
35254,species,Cryptophlebia leucotreta granulovirus,35254
12235,class,Alsuviricetes,2732461
12235,order,Martellivirales,2732544
12235,family,Virgaviridae,675071
12235,genus,Tobamovirus,12234
12235,species,Cucumber green mottle mosaic virus,12235
1985688,class,Monjiviricetes,2497574
1985688,order,Mononegavirales,11157
1985688,family,Rhabdoviridae,11270
1985688,genus,Curiovirus,1985687
1985688,species,Curionopolis curiovirus,1985688
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
1188819,no rank,root,1
1188819,superkingdom,Viruses,10239
1188819,family,Alphasatellitidae,1458186
1188819,subfamily,Geminialphasatellitinae,283494
1188819,no rank,unclassified Begomovirus-associated alphasatellites,1231296
1188819,species,Cuban alphasatellite 1,1188819
742936,class,Arfiviricetes,2732423
742936,order,Cirlivirales,2732536
742936,family,Circoviridae,39724
742936,genus,Cyclovirus,742914
742936,no rank,unclassified Cyclovirus,1987730
742936,species,Cyclovirus PK5016,742936
1506566,class,Arfiviricetes,2732423
1506566,order,Cirlivirales,2732536
1506566,family,Circoviridae,39724
1506566,genus,Cyclovirus,742914
1506566,species,Human associated cyclovirus 8,2038726
1506566,no rank,Cyclovirus VN,1348500
1506566,no rank,Cyclovirus ZM32,1506566
499556,class,Ellioviricetes,2497576
499556,order,Bunyavirales,1980410
499556,family,Arenaviridae,11617
499556,genus,Mammarenavirus,1653394
499556,species,Chapare mammarenavirus,499556
1906244,no rank,root,1
1906244,superkingdom,Viruses,10239
1906244,family,Baculoviridae,10442
1906244,genus,Alphabaculovirus,558016
1906244,species,Cyclophragma undans nucleopolyhedrovirus,1906244
317858,class,Herviviricetes,2731363
317858,order,Herpesvirales,548681
317858,family,Alloherpesviridae,548682
317858,genus,Cyprinivirus,692606
317858,species,Cyprinid herpesvirus 1,317858
317878,class,Herviviricetes,2731363
317878,order,Herpesvirales,548681
317878,family,Alloherpesviridae,548682
317878,genus,Cyprinivirus,692606
317878,species,Cyprinid herpesvirus 2,317878
762905,no rank,root,1
762905,superkingdom,Viruses,10239
762905,no rank,unclassified viruses,12429
762905,no rank,unclassified DNA viruses,2204151
762905,no rank,unclassified dsDNA viruses,51368
762905,species,Hyperthermophilic Archaeal Virus 1,762905
104388,class,Herviviricetes,2731363
104388,order,Herpesvirales,548681
104388,family,Herpesviridae,10292
104388,subfamily,Alphaherpesvirinae,10293
104388,genus,Mardivirus,180252
104388,species,Anatid alphaherpesvirus 1,104388
104388,class,Herviviricetes,2731363
104388,order,Herpesvirales,548681
104388,family,Herpesviridae,10292
104388,subfamily,Alphaherpesvirinae,10293
104388,genus,Mardivirus,180252
104388,species,Anatid alphaherpesvirus 1,104388
595895,no rank,root,1
595895,superkingdom,Viruses,10239
595895,clade,Riboviria,2559587
595895,no rank,unclassified Riboviria,2585030
595895,no rank,unclassified ssRNA viruses,439490
595895,clade,unclassified ssRNA positive-strand viruses,35278
595895,species,Drosophila A virus,595895
2057187,no rank,root,1
2057187,superkingdom,Viruses,10239
2057187,family,Nudiviridae,1511852
2057187,no rank,unclassified Nudiviridae,1110703
2057187,species,Drosophila innubila nudivirus,2057187
37665,class,Megaviricetes,2732523
37665,order,Algavirales,2732524
37665,family,Phycodnaviridae,10501
37665,genus,Phaeovirus,181085
37665,species,Ectocarpus siliculosus virus 1,37665
181209,class,Megaviricetes,2732523
181209,order,Algavirales,2732524
181209,family,Phycodnaviridae,10501
181209,genus,Coccolithovirus,346673
181209,no rank,unclassified Coccolithovirus,372443
181209,species,Emiliania huxleyi virus 163,181209
1421423,class,Megaviricetes,2732523
1421423,order,Algavirales,2732524
1421423,family,Phycodnaviridae,10501
1421423,genus,Coccolithovirus,346673
1421423,no rank,unclassified Coccolithovirus,372443
1421423,species,Emiliania huxleyi virus 164,1421423
181082,class,Megaviricetes,2732523
181082,order,Algavirales,2732524
181082,family,Phycodnaviridae,10501
181082,genus,Coccolithovirus,346673
181082,species,Emiliania huxleyi virus 86,181082
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
374160,class,Megaviricetes,2732523
374160,order,Algavirales,2732524
374160,family,Phycodnaviridae,10501
374160,genus,Prasinovirus,181084
374160,species,Micromonas pusilla virus SP1 sensu lato,374160
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
374160,class,Megaviricetes,2732523
374160,order,Algavirales,2732524
374160,family,Phycodnaviridae,10501
374160,genus,Prasinovirus,181084
374160,species,Micromonas pusilla virus SP1 sensu lato,374160
2023716,no rank,root,1
2023716,superkingdom,Viruses,10239
2023716,family,Finnlakeviridae,2732901
2023716,genus,Finnlakevirus,2733303
2023716,species,Flavobacterium virus FLiP,2734591
2023716,no rank,Flavobacterium phage FLiP,2023716
2212646,class,Herviviricetes,2731363
2212646,order,Herpesvirales,548681
2212646,family,Herpesviridae,10292
2212646,subfamily,Alphaherpesvirinae,10293
2212646,no rank,unclassified Alphaherpesvirinae,35247
2212646,species,Stenella frontalis alphaherpesvirus,2212646
2212646,class,Herviviricetes,2731363
2212646,order,Herpesvirales,548681
2212646,family,Herpesviridae,10292
2212646,subfamily,Alphaherpesvirinae,10293
2212646,no rank,unclassified Alphaherpesvirinae,35247
2212646,species,Stenella frontalis alphaherpesvirus,2212646
1327968,no rank,root,1
1327968,superkingdom,Viruses,10239
1327968,no rank,unclassified viruses,12429
1327968,no rank,unclassified DNA viruses,2204151
1327968,no rank,unclassified ssDNA bacterial viruses,2136181
1327968,species,Cellulophaga phage phi48:2,1327968
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
1608440,no rank,root,1
1608440,superkingdom,Viruses,10239
1608440,no rank,unclassified viruses,12429
1608440,species,Chimeric virus 14,1608440
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
12433,class,Alsuviricetes,2732461
12433,order,Tymovirales,675063
12433,family,Alphaflexiviridae,675064
12433,genus,Allexivirus,140568
12433,species,Garlic virus A,12433
2169803,class,Alsuviricetes,2732461
2169803,order,Tymovirales,675063
2169803,family,Betaflexiviridae,675068
2169803,subfamily,Quinvirinae,1914297
2169803,genus,Carlavirus,12163
2169803,species,Sambucus virus E,2169803
2169803,class,Alsuviricetes,2732461
2169803,order,Tymovirales,675063
2169803,family,Betaflexiviridae,675068
2169803,subfamily,Quinvirinae,1914297
2169803,genus,Carlavirus,12163
2169803,species,Sambucus virus E,2169803
1285594,no rank,root,1
1285594,superkingdom,Viruses,10239
1285594,family,Hytrosaviridae,1285590
1285594,genus,Glossinavirus,1285591
1285594,species,Glossina hytrovirus,1285594
419435,no rank,root,1
419435,superkingdom,Viruses,10239
419435,family,Polydnaviridae,10482
419435,genus,Ichnovirus,10483
419435,species,Glypta fumiferanae ichnovirus,419435
116759,no rank,root,1
116759,superkingdom,Viruses,10239
116759,family,Polydnaviridae,10482
116759,genus,Bracovirus,10485
116759,species,Glyptapanteles indiensis bracovirus,116759
1917013,class,Quintoviricetes,2732422
1917013,order,Piccovirales,2732534
1917013,family,Parvoviridae,10780
1917013,no rank,unclassified Parvoviridae,535600
1917013,species,Bosavirus MS-2016a,1917013
47985,class,Alsuviricetes,2732461
47985,order,Martellivirales,2732544
47985,family,Closteroviridae,69973
47985,genus,Ampelovirus,217160
47985,species,Grapevine leafroll-associated virus 1,47985
1665361,no rank,root,1
1665361,superkingdom,Viruses,10239
1665361,no rank,unclassified viruses,12429
1665361,species,Guaico Culex virus,1665361
104393,class,Stelpaviricetes,2732507
104393,order,Patatavirales,2732550
104393,family,Potyviridae,39729
104393,genus,Potyvirus,12195
104393,species,Sarcochilus virus Y,104393
39746,class,Revtraviricetes,2732514
39746,order,Ortervirales,2169561
39746,family,Retroviridae,11632
39746,subfamily,Orthoretrovirinae,327045
39746,genus,Gammaretrovirus,153135
39746,species,Hardy-Zuckerman feline sarcoma virus,39746
97195,class,Megaviricetes,2732523
97195,order,Algavirales,2732524
97195,family,Phycodnaviridae,10501
97195,genus,Raphidovirus,573012
97195,species,Heterosigma akashiwo virus 01,97195
1977638,class,Megaviricetes,2732523
1977638,order,Imitervirales,2732554
1977638,family,Mimiviridae,549779
1977638,no rank,unclassified Mimiviridae,985780
1977638,subfamily,Klosneuvirinae,1977630
1977638,genus,Hokovirus,1977636
1977638,species,Hokovirus HKV1,1977638
1923126,no rank,root,1
1923126,superkingdom,Viruses,10239
1923126,clade,Riboviria,2559587
1923126,no rank,unclassified Riboviria,2585030
1923126,no rank,unclassified RNA viruses ShiM-2016,1922348
1923126,species,Hubei picorna-like virus 45,1923126
1923144,no rank,root,1
1923144,superkingdom,Viruses,10239
1923144,clade,Riboviria,2559587
1923144,no rank,unclassified Riboviria,2585030
1923144,no rank,unclassified RNA viruses ShiM-2016,1922348
1923144,species,Hubei picorna-like virus 61,1923144
162145,class,Monjiviricetes,2497574
162145,order,Mononegavirales,11157
162145,family,Pneumoviridae,11244
162145,genus,Metapneumovirus,162387
162145,species,Human metapneumovirus,162145
96779,no rank,root,1
96779,superkingdom,Viruses,10239
96779,family,Polydnaviridae,10482
96779,genus,Ichnovirus,10483
96779,no rank,unclassified Ichnovirus,327830
96779,species,Hyposoter didymator ichnovirus,96779
265522,no rank,root,1
265522,superkingdom,Viruses,10239
265522,family,Polydnaviridae,10482
265522,genus,Ichnovirus,10483
265522,species,Hyposoter fugitivus ichnovirus,265522
1223561,class,Ellioviricetes,2497576
1223561,order,Bunyavirales,1980410
1223561,family,Arenaviridae,11617
1223561,genus,Reptarenavirus,1653395
1223561,species,California reptarenavirus,2170175
1223561,no rank,CAS virus,1223561
508441,class,Herviviricetes,2731363
508441,order,Herpesvirales,548681
508441,family,Alloherpesviridae,548682
508441,genus,Ictalurivirus,172653
508441,species,Ictalurid herpesvirus 2,508441
1977633,class,Megaviricetes,2732523
1977633,order,Imitervirales,2732554
1977633,family,Mimiviridae,549779
1977633,no rank,unclassified Mimiviridae,985780
1977633,subfamily,Klosneuvirinae,1977630
1977633,genus,Indivirus,1977632
1977633,species,Indivirus ILV1,1977633
2585267,class,Resentoviricetes,2732459
2585267,order,Reovirales,2732541
2585267,family,Reoviridae,10880
2585267,no rank,unclassified Reoviridae,36446
2585267,species,Reoviridae sp.,2585267
12519,class,Revtraviricetes,2732514
12519,order,Ortervirales,2169561
12519,family,Retroviridae,11632
12519,no rank,unclassified Retroviridae,35276
12519,genus,Intracisternal A-particles,11749
12519,species,Intracisternal A-type particle IAP,12519
345199,class,Megaviricetes,2732523
345199,order,Pimascovirales,2732555
345199,family,Iridoviridae,10486
345199,subfamily,Betairidovirinae,2017757
345199,genus,Iridovirus,10487
345199,species,Invertebrate iridescent virus 31,345199
1301279,class,Megaviricetes,2732523
1301279,order,Pimascovirales,2732555
1301279,family,Iridoviridae,10486
1301279,subfamily,Betairidovirinae,2017757
1301279,genus,Chloriridovirus,10491
1301279,no rank,unclassified Chloriridovirus,2570372
1301279,species,Invertebrate iridovirus 22,1301279
2734591,no rank,root,1
2734591,superkingdom,Viruses,10239
2734591,family,Finnlakeviridae,2732901
2734591,genus,Finnlakevirus,2733303
2734591,species,Flavobacterium virus FLiP,2734591
1933295,class,Ellioviricetes,2497576
1933295,order,Bunyavirales,1980410
1933295,family,Tospoviridae,1980419
1933295,genus,Orthotospovirus,2560196
1933295,species,Iris yellow spot tospovirus,1933295
1985690,class,Monjiviricetes,2497574
1985690,order,Mononegavirales,11157
1985690,family,Rhabdoviridae,11270
1985690,genus,Curiovirus,1985687
1985690,species,Itacaiunas curiovirus,1985690
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
2511033,no rank,root,1
2511033,superkingdom,Viruses,10239
2511033,clade,Riboviria,2559587
2511033,no rank,unclassified Riboviria,2585030
2511033,species,Clamshell Cave virus,2511033
1977640,class,Megaviricetes,2732523
1977640,order,Imitervirales,2732554
1977640,family,Mimiviridae,549779
1977640,no rank,unclassified Mimiviridae,985780
1977640,subfamily,Klosneuvirinae,1977630
1977640,genus,Klosneuvirus,1977639
1977640,species,Klosneuvirus KNV1,1977640
289236,class,Ellioviricetes,2497576
289236,order,Bunyavirales,1980410
289236,family,Hantaviridae,1980413
289236,subfamily,Mammantavirinae,2560074
289236,genus,Orthohantavirus,1980442
289236,no rank,unclassified Orthohantavirus,1986491
289236,no rank,unclassified Hantavirus,339351
289236,species,Hantavirus Thailand 741,289236
10479,no rank,root,1
10479,superkingdom,Viruses,10239
10479,family,Tristromaviridae,2022738
10479,genus,Alphatristromavirus,2022739
10479,species,Thermoproteus tenax virus 1,10479
2666261,no rank,root,1
2666261,superkingdom,Viruses,10239
2666261,no rank,unclassified viruses,12429
2666261,species,Escherichia phage FP43,2666261
374160,class,Megaviricetes,2732523
374160,order,Algavirales,2732524
374160,family,Phycodnaviridae,10501
374160,genus,Prasinovirus,181084
