Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
sus scrofa,porcine associated porprismacovirus 9,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,porprismacovirus,smacoviridae,cremevirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ577816,2014,8,30,2011,NA,NA
sus scrofa,porcine associated smacovirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,smacoviridae,cremevirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH500344,2019,3,27,2013,3,19
sus scrofa,porcine astrovirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ533344,2014,10,13,2012,NA,NA
sus scrofa,porcine astrovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF713710,2011,11,2,2010,NA,NA
sus scrofa,porcine astrovirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX556691,2012,11,14,2011,6,24
sus scrofa,porcine astrovirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF713713,2011,11,2,2010,NA,NA
sus scrofa,porcine astrovirus 5,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN088534,2011,10,17,2009,NA,NA
sus scrofa,porcine astrovirus china,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX561036,2012,11,10,2009,NA,NA
sus scrofa,porcine bastrovirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK387176,2019,6,18,2017,NA,NA
sus scrofa,porcine boca-like virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN400849,2011,12,25,2008,3,13
sus scrofa,porcine bocavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX869088,2012,12,22,NA,NA,NA
sus scrofa,porcine bocavirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF512473,2011,5,24,2004,NA,NA
sus scrofa,porcine bocavirus 5,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN831651,2012,1,11,2011,5,NA
sus scrofa,porcine bocavirus 6v7v,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN400876,2011,12,25,2010,11,11
sus scrofa,porcine bocavirus type 1-2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN400870,2011,12,25,2010,11,18
sus scrofa,porcine bufavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU867071,2016,4,18,2014,NA,NA
sus scrofa,porcine circovirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU980087,2009,9,1,NA,NA,NA
sus scrofa,porcine circovirus-like virus p1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU356936,2016,1,19,2015,11,17
sus scrofa,porcine circovirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,Y09921,1996,12,17,NA,NA,NA
sus scrofa,porcine circovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AJ223185,1998,7,3,NA,NA,NA
sus scrofa,porcine circovirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX778720,2016,9,14,2015,NA,NA
sus scrofa,porcine circovirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK986820,2019,12,21,2019,2,NA
sus scrofa,porcine circovirus chheb/china/2011,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN104038,2011,11,7,2011,2,2
sus scrofa,porcine circovirus chhen/china/2011,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN104035,2011,11,7,2011,1,12
sus scrofa,porcine circovirus jsha/china/2011,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN104039,2011,11,7,2010,8,16
sus scrofa,porcine circovirus nttz/china/2011,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN104036,2011,11,7,2010,11,22
sus scrofa,porcine circovirus type 1/2a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ655418,2009,12,31,2008,9,NA
sus scrofa,porcine circovirus wxyx/china/2011,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN104037,2011,11,7,2010,10,18
sus scrofa,porcine enterovirus a/bel/15v010,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,enterovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY214436,2017,7,29,2015,1,NA
sus scrofa,porcine enterovirus b/bel/15v010,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,enterovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY214435,2017,7,29,2015,1,NA
sus scrofa,porcine epidemic diarrhea virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ355221,2006,2,1,NA,NA,NA
sus scrofa,porcine feces-associated gemycircularvirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,gemycircularvirus,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY214433,2017,7,29,2015,1,NA
sus scrofa,porcine feces associated ias virus like virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC318452,2018,3,2,2014,NA,NA
sus scrofa,porcine mastadenovirus a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF083132,1999,1,3,NA,NA,NA
sus scrofa,porcine mastadenovirus b,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,U25120,1995,11,9,NA,NA,NA
sus scrofa,porcine mastadenovirus c,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK250982,2019,5,8,2017,4,NA
sus scrofa,porcine orthorubulavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,orthorubulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,Y10803,1997,1,28,NA,NA,NA
sus scrofa,porcine parainfluenza virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,rubulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AJ749981,2004,6,28,NA,NA,NA
sus scrofa,porcine partetravirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ425257,2012,7,11,2011,NA,NA
sus scrofa,porcine partetravirus jslh70,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN990266,2012,2,12,2011,NA,NA
sus scrofa,porcine partetravirus jsnj62,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN990269,2012,2,12,2011,NA,NA
sus scrofa,porcine partetravirus jsnt73,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN990267,2012,2,12,2011,NA,NA
sus scrofa,porcine partetravirus jszj79,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN990268,2012,2,12,2011,NA,NA
sus scrofa,porcine parvovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN400850,2011,12,20,2011,3,12
sus scrofa,porcine parvovirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN400862,2011,12,20,2011,3,22
sus scrofa,porcine parvovirus 5,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX896318,2012,10,20,2011,NA,NA
sus scrofa,porcine pegivirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,pegivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU351670,2016,7,6,2012,6,NA
sus scrofa,porcine picobirnavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF814686,2014,2,4,2012,NA,NA
sus scrofa,porcine picobirnavirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU104358,2007,10,28,NA,NA,NA
sus scrofa,porcine picobirnavirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU104360,2007,10,28,NA,NA,NA
sus scrofa,porcine picobirnavirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU104361,2007,10,28,NA,NA,NA
sus scrofa,porcine picobirnavirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU104362,2007,10,28,NA,NA,NA
sus scrofa,porcine picobirnavirus group ii,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN176312,2012,2,7,2010,NA,NA
sus scrofa,porcine picobirnavirus pig/sd,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM070240,2012,2,1,2010,1,NA
sus scrofa,porcine picobirnavirus strain c10,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM706363,2007,7,18,NA,NA,NA
sus scrofa,porcine picobirnavirus strain c6,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM706357,2007,7,18,NA,NA,NA
sus scrofa,porcine picobirnavirus strain d4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM706367,2007,7,18,NA,NA,NA
sus scrofa,porcine picobirnavirus strain d6,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM706374,2007,7,18,NA,NA,NA
sus scrofa,porcine picobirnavirus strain e2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM706383,2007,7,18,NA,NA,NA
sus scrofa,porcine picobirnavirus strain e4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,picobirnavirus,picobirnaviridae,durnavirales,duplopiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM706393,2007,7,18,NA,NA,NA
sus scrofa,porcine polyomavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH824512,2019,4,27,2015,10,28
sus scrofa,porcine reproductive and respiratory syndrome virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,arteriviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,U18748,1995,5,29,NA,NA,NA
sus scrofa,porcine respirovirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,respirovirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX857409,2013,7,23,2010,8,18
sus scrofa,porcine serum-associated circular virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU203352,2016,5,7,2007,7,28
sus scrofa,porcine serum associated circular dna virus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH170056,2018,9,12,2016,5,11
sus scrofa,porcine serum associated circular dna virus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH170057,2018,9,12,2016,5,11
sus scrofa,porcine serum associated circular dna virus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH170058,2018,9,12,2016,5,11
sus scrofa,porcine serum associated circular dna virus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH170059,2018,9,12,2016,5,11
sus scrofa,porcine serum associated circular dna virus 5,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH170060,2018,9,12,2016,5,4
sus scrofa,porcine stool-associated circular virus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ417134,2014,3,22,2011,NA,NA
sus scrofa,porcine stool-associated circular virus 5,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ433989,2014,3,22,2011,NA,NA
sus scrofa,porcine stool-associated circular virus/bel/15v010,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY214434,2017,7,29,2015,1,NA
sus scrofa,porcine teschovirus 13,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY305430,2017,8,8,2013,7,10
sus scrofa,porcine teschovirus 14,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC386160,2018,10,19,2015,7,2
sus scrofa,porcine teschovirus 15,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC386154,2018,10,19,2015,11,5
sus scrofa,porcine teschovirus 16,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC386158,2018,10,19,2015,11,6
sus scrofa,porcine teschovirus 17,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN094614,2020,2,15,2018,12,NA
sus scrofa,porcine teschovirus 18,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN094602,2020,2,15,2019,3,NA
sus scrofa,porcine teschovirus 19,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN094606,2020,2,15,2019,3,NA
sus scrofa,porcine teschovirus 21,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN094609,2020,2,15,2018,12,NA
sus scrofa,porcine teschovirus 22,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN094632,2020,2,15,2019,3,NA
sus scrofa,porcine teschovirus 23,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN094631,2020,2,15,2019,3,NA
sus scrofa,porcine torovirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,torovirus,tobaniviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AJ575358,2003,8,14,NA,NA,NA
sus scrofa,porcine type-c oncovirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,gammaretrovirus,retroviridae,ortervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,Y12238,1997,10,14,NA,NA,NA
sus scrofa,posavirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF713720,2011,11,2,2010,NA,NA
sus scrofa,posavirus 12,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK606535,2019,6,9,2016,11,25
