Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,VirusIntermediate
kerivoula pellucida,predict_cov-78,105273,NA,TRUE,FALSE,kerivoula,vespertilionidae,chiroptera,mammalia,Kerivoula pellucida,Vespertilio pellucidus,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-78,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-78
mastomys natalensis,rodent paramyxovirus mpr12,105273,693997,TRUE,FALSE,mastomys,muridae,rodentia,mammalia,Mastomys natalensis,"Mastomys hildebrandtii, Myomys fumatus, Mus caffer, Mus fumatus, Mus fusca, Mus hildebrandtii, Mus illovoensis, Mystromys longicaudatus, Mus microdon, Mus muscardinus, Epimys panya, Mus tana, Mus ugandae, Epimys coucha durumae, Epimys concha ismailiae, Mastomys coucha komatiensis, Epimys coucha neumanni, Mastomys coucha ovamboensis, Rattus coucha tinctus, Mus coucha zuluensis",NA,paramyxoviridae,mononegavirales,monjiviricetes,Rodent Paramyxovirus MpR12,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Rodent Paramyxovirus MpR12
megaloglossus woermanni,predict_cov-30,105273,NA,TRUE,FALSE,megaloglossus,pteropodidae,chiroptera,mammalia,Megaloglossus woermanni,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-30,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-30
miniopterus schreibersii,bat coronavirus 1,105273,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat Coronavirus 1
miniopterus schreibersii,miniopterus bat coronavirus hku8,105273,694001,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat coronavirus HKU8
miniopterus schreibersii,bat paramyxovirus/b16-40,105273,693997,TRUE,FALSE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,NA,paramyxoviridae,mononegavirales,monjiviricetes,Bat Paramyxovirus/B16-40,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat Paramyxovirus/B16-40
miniopterus schreibersii,predict_pmv-157,105273,NA,TRUE,FALSE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-157,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_PMV-157
miniopterus schreibersii,predict_pmv-158,105273,NA,TRUE,FALSE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-158,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_PMV-158
miniopterus schreibersii,predict_pmv-162,105273,NA,TRUE,FALSE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-162,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_PMV-162
miniopterus schreibersii,bat coronavirus 1,105273,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat Coronavirus 1
miniopterus schreibersii,miniopterus bat coronavirus hku8,105273,694001,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU8,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat coronavirus HKU8
mops condylurus,bombali ebolavirus,105273,2010960,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,ebolavirus,filoviridae,mononegavirales,monjiviricetes,Bombali Virus (BOMV),TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bombali Virus
mops condylurus,predict_cov-90,105273,NA,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-90,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-90
mops condylurus,predict_pmv-15,105273,NA,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-15,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_PMV-15
mops condylurus,chaerephon bat coronavirus/kenya/ky22/2006,105273,983929,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY22/2006,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Chaerephon bat coronavirus/Kenya/KY22/2006
mops midas,paramyxovirus predict_pmv-175,105273,64320,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops midas,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-175,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063679,2021,3,9,2018,5,1,PREDICT_PMV-175
myotis laniger,predict_pmv-166,105273,NA,TRUE,FALSE,myotis,vespertilionidae,chiroptera,mammalia,Myotis laniger,Vespertilio laniger,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-166,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_PMV-166
myotis ricketti,bat coronavirus hku6,105273,393045,TRUE,TRUE,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,Vespertilio ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of bat coronavirus HKU6,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,bat coronavirus HKU6
neoromicia somalica,eidolon bat coronavirus,105273,693997,TRUE,FALSE,neoromicia,vespertilionidae,chiroptera,mammalia,Neoromicia somalica,Neoromicia somalicus,NA,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Eidolon bat coronavirus
praomys misonnei,paramyxovirus predict_pmv-148,105273,64320,TRUE,TRUE,praomys,muridae,rodentia,mammalia,Praomys misonnei,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-148,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063489,2021,3,9,2018,5,1,PREDICT_PMV-148
pteropus giganteus,predict_cov-17,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-17
pteropus lylei,predict_cov-17,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-17
pteropus lylei,predict_cov-17,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-17
pteropus lylei,paramyxovirus predict_pmv-140,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-140,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063457,2021,3,9,2018,5,1,PREDICT_PMV-140
pteropus lylei,paramyxovirus predict_pmv-5,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-5,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063459,2021,3,9,2018,5,1,PREDICT_PMV-5
pteropus lylei,paramyxovirus predict_pmv-6,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063458,2021,3,9,2018,5,1,PREDICT_PMV-6
rattus tanezumi,murine coronavirus,105273,694005,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus tanezumi,"Epimys benguetensis, Mus brunneus, Mus brunneusculus, Mus canna, Epimys coloratus, Rattus dammermani, Mus diardii, Mus flavipectus, Rattus germaini, Mus kelleri, Rattus lalolis, Rattus macmillani, Rattus masaretes, Mus mindanensis, Rattus molliculus, Mus neglectus, Mus nemoralis, Mus ouangthomae, Rattus palelae, Mus pannosus, Mus pulliventer, Epimys robiginosus, Mus robustulus, Rattus sapoensis, Mus sladeni, Rattus toxi, Mus yunnanensis, Mus zamboangae, Mus tanezumi, Rattus rattus alangensis, Rattus rattus amboinensis, Rattus rattus argyraceus, Rattus rattus auroreus, Rattus rattus barussanoides, Rattus rattus bhotia, Rattus rattus bullocki, Epimys rattus dentatus, Epimys rattus exsul, Epimys rattus fortunatus, Rattus rattus gangutrianus, Epimys rattus insulanus, Rattus rattus kadanus, Rattus rattus khyensis, Rattus rattus kramensis, Rattus rattus lanensis, Rattus rattus lontaris, Rattus rattus makassarius, Epimys rattus makensis, Rattus rattus mesanis, Rattus rattus moheius, Rattus rattus moluccarius, Rattus rattus obiensis, Rattus rattus palembang, Rattus rattus panjius, Rattus rattus pelengensis, Rattus rattus pipidonis, Epimys rattus poenitentiarii, Epimys rattus portus, Epimys rattus rangensis, Rattus rattus robinsoni, Rattus rattus samati, Rattus rattus santalum, Rattus rattus septicus, Rattus rattus sumbae, Rattus mindanensis tablasi, Rattus rattus talaudensis, Rattus rattus tatkonensis, Rattus rattus thai, Rattus rattus tikos, Rattus rattus tistae, Epimys rattus turbidus, Rattus rattus yeni",betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Murine coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Murine coronavirus
rhinolophus alcyone,predict_cov-109,105273,NA,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-109,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-109
rhinolophus alcyone,predict_cov-70,105273,NA,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-70,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-70
rhinolophus alcyone,kenya bat coronavirus btky83/59/58,105273,693997,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,NA,NA,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus BtKY83/59/58,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Kenya bat coronavirus BtKY83/59/58
rhinolophus thomasi,rhinolophus bat coronavirus hku2,105273,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus thomasi,"Rhinolophus thomasi thomasi, Rhinolophus thomasi latifolius",alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat coronavirus HKU2
rousettus aegyptiacus,influenza a virus,105273,11320,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Influenza A,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Influenza A virus
rousettus aegyptiacus,predict_cov-117,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-117,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-117
rousettus aegyptiacus,predict_cov-97,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-97,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-97
rousettus aegyptiacus,predict_pmv-178,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-178,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_PMV-178
rousettus aegyptiacus,rousettus bat coronavirus hku9,105273,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,Bat coronavirus HKU9
scotophilus nux,predict_cov-35,105273,NA,TRUE,FALSE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus nux,Scotophilus nigrita nux,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1,PREDICT_CoV-35
NA,influenza a virus,8835,11320,TRUE,TRUE,anas,anatidae,anseriformes,aves,Anas sp.,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,"Influenza A, subtype H4N6",FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Influenza A virus
bandicota indica,murine coronavirus,105273,694005,TRUE,TRUE,bandicota,muridae,rodentia,mammalia,Bandicota indica,"Mus bandicota, Mus elliotanus, Rattus eloquens, Mus giganteus, Bandicota jabouillei, Mus macropus, Mus malabarica, Bandicota mordax, Mus nemorivagus, Mus perchal, Mus setifer, Bandicota siamensis, Nesokia nemorivaga taiwanus",betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Murine coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Murine coronavirus
bos taurus,betacoronavirus 1,105273,694003,TRUE,TRUE,bos,bovidae,artiodactyla,mammalia,Bos taurus indicus,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Betacoronavirus 1 (Bovine CoV),FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Betacoronavirus 1
chaerephon plicatus,predict_cov-82,105273,NA,TRUE,FALSE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon plicatus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-82,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,PREDICT_CoV-82
chaerephon plicatus,predict_cov-99,105273,NA,TRUE,FALSE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon plicatus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-99,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,PREDICT_CoV-99
chaerephon plicatus,predict_cov-82,105273,NA,TRUE,FALSE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon plicatus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-82,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,PREDICT_CoV-82
chaerephon plicatus,paramyxovirus predict_pmv-155,105273,64320,TRUE,TRUE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon plicatus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-155,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MT063597, MT063598, MT063599, MT063600, MT063601, MT063602",2021,3,9,2018,6,1,PREDICT_PMV-155
NA,chaerephon bat coronavirus/kenya/ky22/2006,242383,983929,TRUE,TRUE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon sp.,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY22/2006,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Chaerephon bat coronavirus/Kenya/KY22/2006
NA,bat alphacoronavirus/gs2013/hub2013,9397,693997,TRUE,FALSE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Alphacoronavirus/GS2013/HuB2013,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Bat Alphacoronavirus/GS2013/HuB2013
NA,bat coronavirus bm48-31/bgr/2008,9397,864596,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus BM48-31/BGR/2008,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Bat Coronavirus BM48-31/BGR/2008
eidolon helvum,eidolon bat coronavirus,105273,693997,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,NA,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Eidolon bat coronavirus
epomophorus gambianus,kenya bat coronavirus/btky56/btky55,105273,2042604,TRUE,TRUE,epomophorus,pteropodidae,chiroptera,mammalia,Epomophorus gambianus,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Kenya bat coronavirus/BtKY56/BtKY55
epomops franqueti,kenya bat coronavirus/btky56/btky55,105273,2042604,TRUE,TRUE,epomops,pteropodidae,chiroptera,mammalia,Epomops franqueti,Epomophorus franqueti,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Kenya bat coronavirus/BtKY56/BtKY55
gallus gallus,predict_cov-100,105273,NA,TRUE,FALSE,gallus,phasianidae,galliformes,aves,Gallus gallus domesticus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-100,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,PREDICT_CoV-100
gallus gallus,avian coronavirus,105273,11120,TRUE,TRUE,gallus,phasianidae,galliformes,aves,Gallus gallus domesticus,NA,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Infectious bronchitis virus (IBV),FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Infectious bronchitis virus
hipposideros caffer,paramyxovirus predict_pmv-174,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-174,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MT063656, MT063657, MT063659, MT063660, MT063661",2021,3,9,2018,6,1,PREDICT_PMV-174
hipposideros caffer,bat coronavirus hipposideros,105273,693997,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus Hipposideros,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Bat coronavirus Hipposideros
hipposideros ruber,bat coronavirus hipposideros,105273,693997,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,NA,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus Hipposideros,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Bat coronavirus Hipposideros
lophuromys nudicaudus,paramyxovirus predict_pmv-148,105273,64320,TRUE,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys nudicaudus,"Lophuromys afer, Lophuromys tullbergi",NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-148,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063437,2021,3,9,2018,6,1,PREDICT_PMV-148
lophuromys nudicaudus,paramyxovirus predict_pmv-160,105273,64320,TRUE,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys nudicaudus,"Lophuromys afer, Lophuromys tullbergi",NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-160,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MT063612,2021,3,9,2018,6,1,PREDICT_PMV-160
maxomys whiteheadi,murine coronavirus,105273,694005,TRUE,TRUE,maxomys,muridae,rodentia,mammalia,Maxomys whiteheadi,"Mus asper, Mus batamanus, Epimys batus, Rattus klossi, Mus mandus, Rattus melanurus, Rattus melinogaster, Rattus whiteheadi coritzae, Epimys whiteheadi perlutus, Rattus whiteheadi piratae, Rattus whiteheadi subitus",betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Murine coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Murine coronavirus
menetes berdmorei,murine coronavirus,105273,694005,TRUE,TRUE,menetes,sciuridae,rodentia,mammalia,Menetes berdmorei,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Murine coronavirus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Murine coronavirus
mops condylurus,bombali ebolavirus,105273,2010960,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,ebolavirus,filoviridae,mononegavirales,monjiviricetes,Bombali Virus (BOMV),TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Bombali Virus
mops condylurus,paramyxovirus predict_pmv-15,105273,64320,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-15,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MT063427, MT063428, MT063432",2021,3,9,2018,6,1,PREDICT_PMV-15
mops condylurus,chaerephon bat coronavirus/kenya/ky22/2006,105273,983929,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY22/2006,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,6,1,Chaerephon bat coronavirus/Kenya/KY22/2006
