Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858477,2021,3,9,2012,9,1
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858478,2021,3,9,2012,9,1
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858479,2021,3,9,2012,9,1
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858480,2021,3,9,2012,9,1
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858481,2021,3,9,2012,9,1
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858482,2021,3,9,2012,9,1
NA,mamastrovirus 25,10114,2559931,TRUE,TRUE,rattus,muridae,rodentia,mammalia,Rattus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-25,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX858483,2021,3,9,2012,9,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286242,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285590,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285602,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286025,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286158,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286168,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286191,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286217,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286218,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286076,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286243,2021,3,9,2013,10,1
NA,coronavirus predict cov-35,9397,2042560,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-35,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285541,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286105,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286114,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286118,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286119,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286120,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285551,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285552,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285553,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285554,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285555,2021,3,9,2013,10,1
triaenops persicus,coronavirus predict cov-29,329870,2042555,TRUE,TRUE,triaenops,rhinonycteridae,chiroptera,mammalia,Triaenops persicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-29,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286254,2021,3,9,2012,7,1
triaenops persicus,coronavirus predict cov-29,329870,2042555,TRUE,TRUE,triaenops,rhinonycteridae,chiroptera,mammalia,Triaenops persicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-29,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286256,2021,3,9,2012,7,1
miniopterus inflatus,coronavirus predict cov-28,221087,2042554,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus inflatus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-28,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286252,2021,3,9,2012,7,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285047,2021,3,9,2011,3,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285048,2021,3,9,2011,3,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286246,2021,3,9,2011,3,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286247,2021,3,9,2011,3,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285050,2021,3,9,2011,6,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286244,2021,3,9,2011,6,1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,40233,2042644,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285056,2021,3,9,2009,9,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285634,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286022,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286056,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286059,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286060,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286061,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286062,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286063,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286075,2021,3,9,2013,10,1
NA,scotophilus bat coronavirus 512,9397,693999,TRUE,TRUE,NA,NA,chiroptera,mammalia,Chiroptera,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286077,2021,3,9,2013,10,1
hipposideros ruber,human coronavirus 229e,463808,11137,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus 229E (Bat strain),TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1
hipposideros curtus,human coronavirus 229e,NA,11137,FALSE,TRUE,NA,NA,NA,NA,Hipposideros curtus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus 229E (Bat strain),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1
hipposideros ruber,human coronavirus 229e,463808,11137,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus 229E (Bat strain),TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,1,1
hipposideros ruber,human coronavirus 229e,463808,11137,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus 229E (Bat strain),FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284927,2021,3,9,2012,7,1
macaca fascicularis,human gammaherpesvirus 8,9541,37296,TRUE,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,rhadinovirus,herpesviridae,herpesvirales,herviviricetes,Macaca fascicularis rhadinovirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,3,1
pan troglodytes,pan troglodytes lymphocryptovirus 1,9598,212727,TRUE,TRUE,pan,hominidae,primates,mammalia,Pan troglodytes,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,Pan troglodytes lymphocryptovirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2006,9,1
pongo pygmaeus,pongo pygmaeus cytomegalovirus 1,9600,203138,TRUE,TRUE,pongo,hominidae,primates,mammalia,Pongo pygmaeus,NA,cytomegalovirus,herpesviridae,herpesvirales,herviviricetes,Pongo pygmaeus cytomegalovirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,1,1
pongo pygmaeus,pongo pygmaeus lymphocryptovirus 1,9600,203134,TRUE,TRUE,pongo,hominidae,primates,mammalia,Pongo pygmaeus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,Pongo pygmaeus lymphocryptovirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,7,1
pteropus giganteus,paramyxovirus pgpmv-10,143291,1403208,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-10,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692412,2021,3,9,2009,5,1
pteropus giganteus,paramyxovirus pgpmv-10,143291,1403208,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-10,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692412,2021,3,9,2007,2,1
hipposideros ruber,coronavirus predict cov-20,463808,2042547,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-20,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286249,2021,3,9,2012,7,1
NA,coronavirus predict cov-18,9415,2042544,TRUE,TRUE,NA,phyllostomidae,chiroptera,mammalia,Phyllostomidae,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-18,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285063,2021,3,9,2010,10,1
NA,coronavirus predict cov-18,9415,2042544,TRUE,TRUE,NA,phyllostomidae,chiroptera,mammalia,Phyllostomidae,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-18,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285798,2021,3,9,2010,10,1
anoura caudifer,coronavirus predict cov-12,27642,2042539,TRUE,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura caudifer,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-12,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285053,2021,3,9,2009,9,1
taphozous melanopogon,bat astrovirus tm/guangxi/ld145/2007,187003,627570,TRUE,TRUE,taphozous,emballonuridae,chiroptera,mammalia,Taphozous melanopogon,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus Tm/Guangxi/LD145/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054232,2021,3,9,2012,5,1
taphozous melanopogon,bat astrovirus tm/guangxi/ld145/2007,187003,627570,TRUE,TRUE,taphozous,emballonuridae,chiroptera,mammalia,Taphozous melanopogon,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus Tm/Guangxi/LD145/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054233,2021,3,9,2012,5,1
taphozous melanopogon,bat astrovirus tm/guangxi/ld145/2007,187003,627570,TRUE,TRUE,taphozous,emballonuridae,chiroptera,mammalia,Taphozous melanopogon,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus Tm/Guangxi/LD145/2007,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054228,2021,3,9,2012,5,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054485,2021,3,9,2011,12,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054486,2021,3,9,2011,12,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054487,2021,3,9,2011,12,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054488,2021,3,9,2011,12,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054489,2021,3,9,2011,12,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054490,2021,3,9,2011,12,1
hystrix brachyura,predict_mastv-55,143286,NA,TRUE,FALSE,hystrix,hystricidae,rodentia,mammalia,Hystrix brachyura,NA,mamastrovirus,astroviridae,stellavirales,NA,PREDICT_MAstV-55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054491,2021,3,9,2011,12,1
scotophilus kuhlii,scotophilus bat coronavirus 512,153297,693999,TRUE,TRUE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus kuhlii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285764,2021,3,9,2013,1,1
scotophilus kuhlii,scotophilus bat coronavirus 512,153297,693999,TRUE,TRUE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus kuhlii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285779,2021,3,9,2011,7,1
scotophilus kuhlii,scotophilus bat coronavirus 512,153297,693999,TRUE,TRUE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus kuhlii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285780,2021,3,9,2011,7,1
scotophilus kuhlii,scotophilus bat coronavirus 512,153297,693999,TRUE,TRUE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus kuhlii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285781,2021,3,9,2011,7,1
