HostOriginal,Accession,HostFlagID,VirusOriginal,CollectionYear,CollectionMonth,CollectionDay,ReleaseYear,ReleaseMonth,ReleaseDay,Database,DatabaseVersion,DetectionMethod,Virus,VirusGenus,VirusFamily,VirusOrder,VirusNCBIResolved,VirusTaxID,VirusClass,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass
Rhinolophus sp.,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus mehelyi,NA,TRUE,strain of Bat Coronavirus BM48-31/BGR/2008,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,342862,TRUE,Rhinolophus mehelyi,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,NA,TRUE,strain of Bat Coronavirus BM48-31/BGR/2008,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Miniopterus schreibersii,NA,TRUE,strain of Bat Coronavirus BM48-31/BGR/2008,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Chiroptera,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2018,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,9397,TRUE,NA,NA,NA,Chiroptera,Mammalia
Chiroptera,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2016,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,9397,TRUE,NA,NA,NA,Chiroptera,Mammalia
Rhinolophus sp.,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2017,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sp.,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus euryale,NA,TRUE,strain of Bat Coronavirus BM48-31/BGR/2008,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,109476,TRUE,Rhinolophus euryale,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus mehelyi,NA,TRUE,strain of Bat Coronavirus BM48-31/BGR/2008,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,342862,TRUE,Rhinolophus mehelyi,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinopoma hardwickii,NA,TRUE,strain of Bat Coronavirus BM48-31/BGR/2008,2017,9,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,124756,TRUE,Rhinopoma hardwickii,Rhinopoma,Rhinopomatidae,Chiroptera,Mammalia
Rhinopomatidae,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2017,9,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,124754,TRUE,NA,NA,Rhinopomatidae,Chiroptera,Mammalia
Rousettus aegyptiacus,NA,FALSE,strain of Bat Coronavirus BM48-31/BGR/2008,2018,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,864596,Pisoniviricetes,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Hipposideros commersoni,NA,TRUE,PREDICT_CoV-54,2017,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-54,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,110941,TRUE,Macronycteris commersoni,Macronycteris,Hipposideridae,Chiroptera,Mammalia
Hipposideros gigas,NA,TRUE,PREDICT_CoV-54,2017,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-54,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,584996,TRUE,Macronycteris gigas,Macronycteris,Hipposideridae,Chiroptera,Mammalia
Epomops franqueti,NA,TRUE,PREDICT_CoV-30,2016,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-30,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,77231,TRUE,Epomops franqueti,Epomops,Pteropodidae,Chiroptera,Mammalia
Megaloglossus woermanni,NA,TRUE,PREDICT_CoV-30,2016,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-30,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,58073,TRUE,Megaloglossus woermanni,Megaloglossus,Pteropodidae,Chiroptera,Mammalia
Homo sapiens,NA,FALSE,strain of Betacoronavirus 1 (OC43),2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Betacoronavirus 1,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694003,Pisoniviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Rousettus aegyptiacus,NA,FALSE,strain of Rousettus Bat Coronavirus/NRC-1,2018,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-1,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rhinolophus sp.,NA,FALSE,strain of Rousettus Bat Coronavirus/NRC-1,2018,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-1,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rousettus aegyptiacus,NA,TRUE,strain of Rousettus Bat Coronavirus/NRC-1,2017,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-1,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus aegyptiacus,NA,TRUE,strain of Rousettus Bat Coronavirus/NRC-2,2017,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-2,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus aegyptiacus,NA,FALSE,strain of Rousettus Bat Coronavirus/NRC-2,2017,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-2,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus aegyptiacus,NA,FALSE,strain of Rousettus Bat Coronavirus/NRC-2,2018,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-2,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus leschenaultii,NA,TRUE,strain of Rousettus Bat Coronavirus/NRC-2,2018,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus Bat Coronavirus/NRC-2,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9408,TRUE,Rousettus leschenaultii,Rousettus,Pteropodidae,Chiroptera,Mammalia
Chaerephon plicatus,NA,TRUE,PREDICT_CoV-47,2017,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-47,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,478698,TRUE,Chaerephon plicatus,Chaerephon,Molossidae,Chiroptera,Mammalia
Chiroptera,NA,FALSE,PREDICT_CoV-47,2017,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-47,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9397,TRUE,NA,NA,NA,Chiroptera,Mammalia
Chaerephon plicatus,NA,TRUE,PREDICT_CoV-47,2017,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-47,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,478698,TRUE,Chaerephon plicatus,Chaerephon,Molossidae,Chiroptera,Mammalia
Chaerephon plicatus,NA,TRUE,PREDICT_CoV-47,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-47,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,478698,TRUE,Chaerephon plicatus,Chaerephon,Molossidae,Chiroptera,Mammalia
Rousettus aegyptiacus,MT063310,TRUE,PREDICT_PMV-113,2016,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-113,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus aegyptiacus,MT063300,TRUE,PREDICT_PMV-114,2017,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-114,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus aegyptiacus,MT063301,TRUE,PREDICT_PMV-115,2017,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-115,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus aegyptiacus,MT063302,TRUE,PREDICT_PMV-116,2017,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-116,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rhinolophus lepidus,MT063287,FALSE,PREDICT_PMV-117,2016,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-117,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,188570,TRUE,Rhinolophus lepidus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Pipistrellus kuhlii,MT063303,TRUE,PREDICT_PMV-118,2016,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-118,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,59472,TRUE,Pipistrellus kuhlii,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus kuhlii,MT063314,TRUE,PREDICT_PMV-118,2016,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-118,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,59472,TRUE,Pipistrellus kuhlii,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus kuhlii,MT063542,TRUE,PREDICT_PMV-118,2016,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-118,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,59472,TRUE,Pipistrellus kuhlii,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Nycteris thebaica,MT063315,FALSE,PREDICT_PMV-119,2016,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-119,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,59467,TRUE,Nycteris thebaica,Nycteris,Nycteridae,Chiroptera,Mammalia
Eidolon helvum,MT063317,TRUE,PREDICT_PMV-56,2016,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-56,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,77214,TRUE,Eidolon helvum,Eidolon,Pteropodidae,Chiroptera,Mammalia
Homo sapiens,MT063298,FALSE,Measles virus,2017,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Measles morbillivirus,Morbillivirus,Paramyxoviridae,Mononegavirales,TRUE,11234,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063299,FALSE,Measles virus,2017,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Measles morbillivirus,Morbillivirus,Paramyxoviridae,Mononegavirales,TRUE,11234,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063318,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063319,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,NA,FALSE,Influenza B,2017,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,Articulavirales,TRUE,11520,Insthoviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,NA,FALSE,strain of Human Enterovirus B,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Enterovirus B,Enterovirus,Picornaviridae,Picornavirales,TRUE,138949,Pisoniviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Echinosorex gymnura,MT063740,FALSE,PREDICT_PMV-120,2016,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-120,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,162630,TRUE,Echinosorex gymnura,Echinosorex,Erinaceidae,Eulipotyphla,Mammalia
Homo sapiens,MT063320,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063321,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063322,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063359,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063366,FALSE,Human Parainfluenzavirus 1,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,TRUE,12730,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Homo sapiens,MT063324,FALSE,Human Parainfluenzavirus 2,2017,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human orthorubulavirus 2,Orthorubulavirus,Paramyxoviridae,Mononegavirales,TRUE,2560525,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Rhinolophus sp.,NA,FALSE,PREDICT_CoV-91,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-91,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Pipistrellus coromandra,MT891184,TRUE,PREDICT_CoV-87,2017,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-87,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,258946,TRUE,Pipistrellus coromandra,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus coromandra,MT891185,TRUE,PREDICT_CoV-87,2017,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-87,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,258946,TRUE,Pipistrellus coromandra,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Eonycteris spelaea,MT891180,TRUE,PREDICT_CoV-87,2017,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-87,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Nycteris tragata,MT891181,TRUE,PREDICT_CoV-87,2017,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-87,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,479723,TRUE,Nycteris tragata,Nycteris,Nycteridae,Chiroptera,Mammalia
Homo sapiens,NA,FALSE,Influenza A,2016,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,Articulavirales,TRUE,11320,Insthoviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Pteropus giganteus,NA,FALSE,PREDICT_CoV-17,2018,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-17,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Homo sapiens,NA,FALSE,Ebola Virus (EBOV),2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Zaire ebolavirus,Ebolavirus,Filoviridae,Mononegavirales,TRUE,186538,Monjiviricetes,9606,TRUE,Homo sapiens,Homo,Hominidae,Primates,Mammalia
Niviventer cremoriventer,NA,FALSE,PREDICT_CoV-76,2015,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-76,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,69083,TRUE,Niviventer cremoriventer,Niviventer,Muridae,Rodentia,Mammalia
Sundasciurus hippurus,NA,FALSE,PREDICT_CoV-78,2015,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-78,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,1620830,TRUE,Sundasciurus hippurus,Sundasciurus,Sciuridae,Rodentia,Mammalia
Rattus rattus,NA,FALSE,PREDICT_CoV-78,2016,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-78,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,10117,TRUE,Rattus rattus,Rattus,Muridae,Rodentia,Mammalia
Maxomys surifer,NA,TRUE,PREDICT_CoV-78,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-78,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,69081,TRUE,Maxomys surifer,Maxomys,Muridae,Rodentia,Mammalia
Maxomys whiteheadi,NA,TRUE,PREDICT_CoV-78,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-78,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,69127,TRUE,Maxomys whiteheadi,Maxomys,Muridae,Rodentia,Mammalia
Sundamys muelleri,NA,TRUE,PREDICT_CoV-78,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-78,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,83761,TRUE,Sundamys muelleri,Sundamys,Muridae,Rodentia,Mammalia
Leopoldamys sabanus,NA,TRUE,PREDICT_CoV-78,2018,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-78,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,69073,TRUE,Leopoldamys sabanus,Leopoldamys,Muridae,Rodentia,Mammalia
Pteropus giganteus,NA,TRUE,PREDICT_CoV-17,2017,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-17,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus lylei,NA,TRUE,PREDICT_CoV-17,2017,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-17,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,166054,TRUE,Pteropus lylei,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,NA,TRUE,PREDICT_CoV-17,2018,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-17,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus lylei,NA,TRUE,PREDICT_CoV-17,2018,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-17,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,166054,TRUE,Pteropus lylei,Pteropus,Pteropodidae,Chiroptera,Mammalia
Rhinopoma hardwickii,NA,FALSE,PREDICT_CoV-65,2018,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,124756,TRUE,Rhinopoma hardwickii,Rhinopoma,Rhinopomatidae,Chiroptera,Mammalia
Rhinopoma hardwickii,NA,FALSE,PREDICT_CoV-65,2018,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,124756,TRUE,Rhinopoma hardwickii,Rhinopoma,Rhinopomatidae,Chiroptera,Mammalia
Rhinolophus sp.,NA,FALSE,PREDICT_CoV-65,2017,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sp.,NA,FALSE,PREDICT_CoV-65,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus mehelyi,NA,TRUE,PREDICT_CoV-65,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,342862,TRUE,Rhinolophus mehelyi,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus ferrumequinum,NA,TRUE,PREDICT_CoV-65,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,59479,TRUE,Rhinolophus ferrumequinum,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Miniopterus schreibersii,NA,TRUE,PREDICT_CoV-65,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Rhinolophus sp.,NA,FALSE,PREDICT_CoV-65,2018,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,49442,TRUE,NA,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus euryale,NA,TRUE,PREDICT_CoV-65,2018,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-65,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,109476,TRUE,Rhinolophus euryale,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Scotophilus kuhlii,NA,TRUE,PREDICT_CoV-35,2016,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-35,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,153297,TRUE,Scotophilus kuhlii,Scotophilus,Vespertilionidae,Chiroptera,Mammalia
Scotophilus heathii,NA,TRUE,PREDICT_CoV-90,2017,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-90,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,159339,TRUE,Scotophilus heathii,Scotophilus,Vespertilionidae,Chiroptera,Mammalia
Hipposideros sp.,NA,TRUE,PREDICT_CoV-92,2017,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-92,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,58068,TRUE,NA,Hipposideros,Hipposideridae,Chiroptera,Mammalia
